AL, 03, 2004080812, 03, A98E,  96, 164N,  752W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E, 108, 176N,  774W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A98E, 120, 188N,  798W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,   0, 105N,  505W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  12, 111N,  553W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  24, 117N,  596W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  36, 125N,  633W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  48, 133N,  663W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  60, 142N,  693W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, A9UK,  72, 149N,  719W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AEMN,   0,  99N,  510W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AEMN,   6,  96N,  525W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AMMN,   0, 104N,  518W,  20, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AMMN,   6,  99N,  531W,  16, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AMMN,  12, 103N,  559W,  17, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AMMN,  18, 100N,  561W,  13, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AN01,   0, 112N,  499W,  19, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AN01,   6, 101N,  506W,  14, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AN02,   0, 103N,  519W,  16, 1016, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AP01,   0,  92N,  518W,  21, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AP01,   6,  92N,  544W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AP01,  12, 100N,  565W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AP03,   0,  92N,  497W,  14, 1017, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, AP03,   6,  91N,  510W,  14, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, BAMD,  12, 112N,  544W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, BAMD,  24, 118N,  581W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, BAMD,  36, 125N,  615W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
AL, 03, 2004080812, 03, BAMD,  48, 132N,  648W,   0,    0,   ,   0,    ,    0,    0,    0,    0, 
